GT,Result
370847 986900 614134 851510 208930 450451 988925 890503 812069 361119 ,154989 479232 344725 798308 867481 98101 980818 280339 876051 319938 
414491 518504 525240 136532 172317 105156 960697 310442 576576 978846 ,279530 815083 474852 929249 511582 693214 655278 339009 926243 247033 
72746 636826 805122 510313 824226 294379 466918 84857 495030 275343 ,154152 740760 176653 151174 82424 510313 515255 98707 808352 350468 
168062 267829 642378 426663 269750 730169 883464 30245 365953 89648 ,522877 316653 960161 209243 693928 242064 627235 238015 364470 254067 
68416 522276 698478 432879 528918 351913 83901 944559 204546 982370 ,528650 68416 85967 293309 190534 389345 132449 30066 523207 495229 
267829 68416 21110 30466 168062 391872 59866 262964 75460 825518 ,364143 272779 424451 658347 548825 75460 920599 684237 967308 791533 
474031 774240 73261 499351 196475 655572 326406 936527 577878 107713 ,226013 554921 122385 919375 619899 225827 919582 554917 868025 378117 
518504 960697 772495 525240 446957 617177 62407 172317 903273 326875 ,336968 336917 350972 237032 319515 336818 254132 322405 458072 246555 
30466 748630 597526 531364 234553 249336 179118 234162 1550 249055 ,517289 807027 499848 9324 748630 597526 821174 431577 703198 920865 
258745 486197 942574 198529 36090 671968 857684 189684 333414 998229 ,246179 840605 339771 838939 856235 129601 471142 941470 955461 942775 
488761 627915 8828 429704 204546 636826 16722 342660 576153 100496 ,372056 731634 291593 372936 874905 409800 464493 228602 763772 694600 
74093 247825 962181 434267 651848 172506 836748 952545 595703 36591 ,908654 984900 255789 792675 711425 360766 483027 890194 954920 412467 
675789 465017 720199 632575 279137 202121 702357 524310 229446 326715 ,574351 153806 630709 483873 268061 634116 70899 226528 496035 16477 
513843 509326 948491 170602 742221 105103 295957 289288 629929 429704 ,397293 307140 281154 507340 280699 105328 700134 321561 623869 291806 
986900 579670 379609 27107 781572 614134 291359 679073 943073 598826 ,27107 864011 98101 467767 335940 235455 61273 14049 542413 89539 
453129 458729 364828 507878 305915 627038 811697 143047 326353 16722 ,311103 281993 799447 6171 224781 391134 204113 453129 923240 800497 
123714 665664 21110 939096 100874 245960 345139 582952 670374 464980 ,45580 529666 242466 45635 358751 349677 343433 311104 994416 134799 
733343 105156 822117 503782 525240 960161 327926 25861 810592 112249 ,431209 106415 13143 706012 865628 988328 515209 422842 465102 338034 
374780 765499 817744 416313 535453 470380 214099 288194 531690 818073 ,241831 241292 80537 603752 790649 114504 46074 787998 10492 664799 
234553 944559 414491 597526 727561 467931 967001 30466 153299 818313 ,469882 700086 17455 95996 162145 710175 295646 522718 606997 742152 
632188 316659 322896 309573 771440 976469 363570 699830 340167 793339 ,734329 352789 80254 624430 190529 526043 736048 744635 174394 971537 
103078 343066 275699 176495 864757 368036 952494 928322 128847 454753 ,739324 965486 719466 519646 126183 941533 127966 938035 197263 704696 
608065 864468 890885 472329 613165 162053 181322 214099 390760 212429 ,897191 62287 255420 98556 15431 983116 632337 249813 219836 660360 
487832 151417 583233 509326 772671 364498 20066 481125 290740 234497 ,988828 809942 277426 175562 710340 90393 526513 461804 685150 157585 
609848 100496 834734 89419 93385 467326 214913 175483 30030 58974 ,199745 423637 81695 25443 552353 265702 489837 478271 609848 754341 
646045 865567 370847 343295 957699 577151 235018 849135 821114 9461 ,594282 513052 161055 858972 646513 591393 97727 334520 851601 484821 
842271 62879 297636 531690 966233 107713 214355 130138 596512 845267 ,217105 848001 87084 755249 839739 335371 378138 561196 65293 385266 
986900 484182 844060 641794 650580 247049 840265 739013 602133 405428 ,971236 860162 545653 216760 452940 235968 641819 76295 709233 247049 
370357 617177 949715 784965 467931 513843 289288 30466 772671 152775 ,482337 320709 22122 843788 80853 292087 998057 695251 729540 225429 
448832 890503 361119 812524 689730 614134 288194 957821 844385 986900 ,501798 913448 975580 912682 36610 912595 268689 789574 91503 972062 
84815 123295 302227 90240 406576 495955 615804 508473 396980 780732 ,278642 26512 84815 429301 528493 508441 697898 816468 389347 531471 
172654 238012 367417 576236 696264 727122 487962 367057 930061 339171 ,566398 278814 172654 552266 86278 155256 494354 91079 229586 238012 
614134 531690 851510 990073 869137 696621 273829 835730 962325 394310 ,694822 848402 980374 577084 491459 255964 632045 667542 769544 864055 
316266 132586 764138 850970 579759 60379 57748 592980 828498 42341 ,932064 253715 827653 346366 39909 808294 539828 50343 609650 952501 
738444 254219 249652 321767 352508 522254 305106 280732 104908 523866 ,738444 254219 249652 321767 352508 522254 526821 122103 305106 280732 
698478 332869 68416 742221 136532 261483 528918 204546 997991 513843 ,604877 30011 567753 29962 510278 124453 95097 104890 30330 815313 
267829 332869 289288 8828 30466 487962 16722 532162 204546 627915 ,153392 157386 457037 498800 404139 560164 115606 156159 792705 70713 
430286 525065 699830 433668 429704 210926 289288 332869 80590 200062 ,528441 683410 294837 488269 489073 430951 191332 4388 16848 231957 
105103 227384 739430 473536 87209 104898 730216 501108 869074 784605 ,319470 23524 23544 151844 262976 321511 285771 84548 332908 152790 
499864 850732 418618 364007 272290 279775 308460 301439 117481 16697 ,31608 694921 432689 698697 88713 304992 499864 805473 488987 724797 
136532 72746 523176 459034 32352 742221 659552 698478 944163 108453 ,795358 239609 888166 502348 108467 598200 119244 549344 30830 973105 
806878 678420 434414 94289 936618 905413 124961 81781 616870 56696 ,126043 573416 174185 436264 534337 782902 811981 458644 781909 806878 
653269 649478 443728 389902 847236 942521 719135 102099 217810 278762 ,815838 815842 30406 967799 566318 235350 558740 511890 653269 334697 
309546 534872 22262 332869 389930 342660 204546 422619 911677 386729 ,295847 526778 693984 464862 175220 242413 96629 594004 860387 6274 
614134 986900 130138 268264 905442 243026 812069 895459 62879 756342 ,205288 755152 237368 503047 60813 227397 855258 502381 842090 904536 
566603 723069 562165 735231 100991 739188 939272 290077 146384 517702 ,988856 550205 93849 946886 994565 449708 174681 723095 488937 277240 
16722 636826 513843 824226 8828 100496 915141 627800 933947 204546 ,720865 173264 894201 44153 426777 23722 923265 495429 366651 128056 
858026 844788 251583 844314 72196 915470 868461 436534 813960 396435 ,795892 395832 393693 503136 16619 59344 888400 450074 598526 858026 
614134 960991 214355 978892 854812 761735 15606 251462 597566 500558 ,194710 703497 395830 266904 597747 798988 435653 681800 112018 542106 
614134 531690 944197 835730 43808 162053 201687 869137 450391 393197 ,440448 495719 88881 909547 752206 993096 696586 513834 15455 241514 
614134 986900 268264 340517 411391 130138 812069 827499 782645 987336 ,482279 986058 163962 384875 223692 563997 874154 396893 11063 480781 
826937 518085 395880 94099 725853 519370 633550 748981 351708 466918 ,433520 299013 918694 950077 963582 367544 598052 117711 184341 706703 
8828 332869 415294 304992 947494 204546 200062 398341 262964 267829 ,545433 713425 68367 499099 498796 26515 29951 108546 815354 68753 
772671 483155 509326 784965 332869 513843 698478 742221 391872 295957 ,215102 966006 719101 745798 692145 774442 41764 512456 518846 912417 
987344 770844 487024 845267 62798 850970 496507 148941 420484 813509 ,522522 522178 777641 955587 511197 196139 274955 512566 771910 966737 
770844 679073 890851 62798 370847 889095 102818 503698 333414 509335 ,867959 757631 594028 609935 270539 880374 739121 106336 403273 564764 
484116 546988 203664 203665 17183 277962 557197 162792 458408 404284 ,511795 528627 391453 528746 690790 103559 108901 693220 347183 18246 
386729 467931 308637 414491 725467 501108 83901 510313 254928 232811 ,464785 212684 187895 868359 987089 658262 704453 850243 254373 466585 
978892 997767 396416 828035 895459 614134 310548 833563 318800 176213 ,698919 573375 390682 201635 303828 156626 111179 194468 454551 531882 
377580 784931 367728 101550 267829 780028 168062 745063 84310 598086 ,364081 515548 128828 151178 111153 83267 532172 924920 305098 83805 
972167 509335 60379 844385 781572 870441 842271 338599 834280 102081 ,658757 659285 796713 250427 419305 844709 663090 482817 749848 662937 
563015 128847 500558 538689 450451 719587 890851 331722 320916 198529 ,576119 267771 203493 792102 268235 42850 594635 205552 622674 577332 
32033 748244 391872 545390 832603 68416 949841 522276 784965 927340 ,806273 32033 338045 513903 610550 835007 233283 876087 869659 249730 
770844 614134 856836 38484 268347 905442 812069 927850 801291 318153 ,479025 146861 489064 693233 813437 38484 407519 351812 878629 812069 
463411 513843 385015 261748 213274 638898 830587 310671 10497 489744 ,547926 984251 724891 381918 548516 521868 87520 737509 724631 86153 
71003 110274 777222 182413 25316 498793 429991 105156 172317 233306 ,551752 573125 515799 574403 318690 106159 714811 456436 725043 626071 
2665 3268 930569 416024 309878 75015 189075 138559 558289 407658 ,697958 365682 419409 337220 298482 697417 554825 208797 342756 697401 
332869 204546 528918 488761 8828 16722 389930 254928 824226 722979 ,517739 422278 297643 524605 971789 972990 311942 379459 63341 172459 
865567 842271 538689 770844 858603 230396 98163 531690 450451 11063 ,914116 855258 742339 202127 541483 885109 425145 887492 72796 885850 
420148 577538 429704 370357 176414 672708 574907 371218 200062 550573 ,519702 833720 244844 179551 841349 197185 684374 757338 117645 497442 
890503 128847 450451 361119 144140 201687 211950 988925 588387 35354 ,502722 501648 459133 309921 327641 468668 951081 411912 419011 273862 
370847 729289 646045 770844 509335 84844 490300 503698 734740 734521 ,516398 86223 488382 909019 515852 15746 483127 869449 887782 89747 
617177 495030 330905 416135 46854 267829 514088 339749 736586 44865 ,466750 931029 606448 247137 565012 723810 214450 428452 791510 653628 
500558 271118 738225 126448 128847 454753 90079 210908 949207 338599 ,106097 580992 339612 361196 147793 88933 945848 505101 473105 696914 
513843 70116 351901 136532 93126 262629 345748 229136 8828 634054 ,465591 430421 32185 635299 571995 804872 668568 532133 191974 233688 
945426 234162 453885 65669 956105 59315 603002 631082 435744 129971 ,429839 313373 255654 795130 955535 454245 452464 859835 280563 624194 
500558 788832 842271 343295 296299 84844 561074 366874 100816 62879 ,661760 481962 966434 668903 285135 336289 585933 668824 104190 180722 
471923 68233 130138 538689 456285 919285 269798 779403 935966 251819 ,193943 587809 378442 619414 471923 797061 396637 68233 682553 513170 
267829 30466 289288 617177 244168 550713 736586 304992 234553 526660 ,60945 525671 106390 433831 688793 380969 584792 390099 63432 124158 
710408 509712 947494 80802 517739 433827 883464 547091 645524 16722 ,573888 807157 95977 690290 337091 526355 694979 306235 665322 352981 
698478 204546 742221 528918 261483 267829 487962 997991 268709 351913 ,600679 504816 321640 506688 892710 292100 692045 297002 85142 775572 
279545 954837 961140 518802 603545 170909 20329 5820 491991 166246 ,594511 594103 454665 31617 264363 755054 515401 742041 496034 294617 
824226 518085 8828 308933 915141 16722 467931 495030 204546 332869 ,431594 617968 398303 972892 420730 873847 21989 519018 97583 503418 
268709 698478 959146 479000 386729 261483 389930 152775 725467 997991 ,681977 702585 435346 966909 295902 63727 48402 68142 947388 742912 
842271 318800 966233 500558 561389 296299 778998 619423 668432 531690 ,215002 241325 62756 457926 209917 307157 513972 869786 598951 865737 
264319 728894 195633 432858 528918 192640 698478 220934 797319 152775 ,25098 27145 48605 295528 241282 231794 240821 746305 598545 353752 
487962 204546 8828 513843 488761 473396 915141 463411 309759 911119 ,106130 143299 614949 351767 107754 826265 553542 854349 340779 780785 
645524 244168 809141 330974 923615 61667 57496 936003 754508 748477 ,721439 203670 805155 274792 523601 995175 999405 897082 394795 687244 
303980 818717 995703 815380 525127 546374 521855 406379 525009 278669 ,23463 560359 528434 560795 82951 337180 151250 818019 526064 108248 
204546 487962 289288 100496 332869 355017 528918 309759 513843 503418 ,227549 422911 453883 555592 297794 97454 272577 55494 870079 180987 
249055 249336 778081 367097 68416 301307 465483 59866 334744 75512 ,315719 968313 259902 817646 566914 141010 780677 748222 937635 483739 
325573 635092 441803 201000 86058 508103 385811 683466 612238 784037 ,263053 918763 325573 314142 619317 578461 96076 901403 636580 264953 
221516 463411 698870 294379 366674 513843 254928 310360 456278 845649 ,984260 105704 419687 811822 284910 909747 630797 569083 599649 598307 
834734 742221 177707 367417 748442 204546 429991 978846 105156 25316 ,515874 497387 108394 514308 155286 422671 321552 151217 405065 293117 
658211 179090 850243 514147 518537 509282 947063 832254 525750 187895 ,364980 942281 658211 719156 396939 258037 509876 689978 170550 171285 
294597 80802 698478 305031 332869 390187 554870 469759 629982 535070 ,294597 482510 80802 708799 90692 554870 34742 25784 995703 534872 
193737 8828 16573 398341 91926 473396 1770 770378 90315 884539 ,323704 339118 531497 434564 224781 193737 323373 246592 550047 326353 
256043 204546 429704 105156 456017 822117 261483 145088 228401 174139 ,847844 291986 659691 293881 772215 174980 935736 530695 517245 726718 
536353 413051 186313 806520 521902 719538 602553 529557 804243 754160 ,529490 528665 505424 605305 738985 530618 246941 533709 514038 316451 
613964 892717 857454 924846 389877 86047 323084 994475 780288 434509 ,670246 528475 686820 48088 667897 709230 546756 83608 613964 809267 
487962 3503 204546 601368 608670 979573 547798 916393 792332 907724 ,978037 83526 134248 464376 465224 904510 918671 577590 487962 227288 
